start,end,val,accn,fy,fp,form,filed,frame,Tag,Units,CIK,Ticker,Company Name
2011-01-01,2011-03-31,0.16,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2011Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2010-07-01,2011-06-30,0.64,0001193125-11-200680,2011,FY,10-K,2011-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2010-07-01,2011-06-30,0.64,0001193125-12-316848,2012,FY,10-K,2012-07-26,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2010-07-01,2011-06-30,0.64,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-04-01,2011-06-30,0.16,0001193125-11-200680,2011,FY,10-K,2011-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-04-01,2011-06-30,0.16,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2011Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-07-01,2011-09-30,0.2,0001193125-12-316848,2012,FY,10-K,2012-07-26,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-07-01,2011-09-30,0.2,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-10-01,2011-12-31,0.2,0001193125-12-316848,2012,FY,10-K,2012-07-26,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-10-01,2011-12-31,0.2,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-01-01,2012-03-31,0.2,0001193125-12-316848,2012,FY,10-K,2012-07-26,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-01-01,2012-03-31,0.2,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-07-01,2012-06-30,0.8,0001193125-12-316848,2012,FY,10-K,2012-07-26,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-07-01,2012-06-30,0.8,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2011-07-01,2012-06-30,0.8,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2012,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-04-01,2012-06-30,0.2,0001193125-12-316848,2012,FY,10-K,2012-07-26,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-04-01,2012-06-30,0.2,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-07-01,2012-09-30,0.23,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-07-01,2012-09-30,0.23,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2012Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-10-01,2012-12-31,0.23,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-10-01,2012-12-31,0.23,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2012Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-01-01,2013-03-31,0.23,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-01-01,2013-03-31,0.23,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2013Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-07-01,2013-06-30,0.92,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-07-01,2013-06-30,0.92,0001193125-14-289961,2014,FY,10-K,2014-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2012-07-01,2013-06-30,0.92,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-04-01,2013-06-30,0.23,0001193125-13-310206,2013,FY,10-K,2013-07-30,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-04-01,2013-06-30,0.23,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2013Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-07-01,2013-09-30,0.28,0001193125-14-289961,2014,FY,10-K,2014-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-07-01,2013-09-30,0.28,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-10-01,2013-12-31,0.28,0001193125-14-289961,2014,FY,10-K,2014-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-10-01,2013-12-31,0.28,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-01-01,2014-03-31,0.28,0001193125-14-289961,2014,FY,10-K,2014-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-01-01,2014-03-31,0.28,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-07-01,2014-06-30,1.12,0001193125-14-289961,2014,FY,10-K,2014-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-07-01,2014-06-30,1.12,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2013-07-01,2014-06-30,1.12,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2014,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-04-01,2014-06-30,0.28,0001193125-14-289961,2014,FY,10-K,2014-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-04-01,2014-06-30,0.28,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-07-01,2014-09-30,0.31,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-07-01,2014-09-30,0.31,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2014Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-10-01,2014-12-31,0.31,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-10-01,2014-12-31,0.31,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2014Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-01-01,2015-03-31,0.31,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-01-01,2015-03-31,0.31,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2015Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-07-01,2015-06-30,1.24,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-07-01,2015-06-30,1.24,0001193125-16-662209,2016,FY,10-K,2016-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2014-07-01,2015-06-30,1.24,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2015,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-04-01,2015-06-30,0.31,0001193125-15-272806,2015,FY,10-K,2015-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-04-01,2015-06-30,0.31,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2015Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-07-01,2015-09-30,0.36,0001193125-16-662209,2016,FY,10-K,2016-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-07-01,2015-09-30,0.36,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2015Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-10-01,2015-12-31,0.36,0001193125-16-662209,2016,FY,10-K,2016-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-10-01,2015-12-31,0.36,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2015Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-01-01,2016-03-31,0.36,0001193125-16-662209,2016,FY,10-K,2016-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-01-01,2016-03-31,0.36,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2016Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-07-01,2016-06-30,1.44,0001193125-16-662209,2016,FY,10-K,2016-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-07-01,2016-06-30,1.44,0001564590-17-014900,2017,FY,10-K,2017-08-02,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2015-07-01,2016-06-30,1.44,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-04-01,2016-06-30,0.36,0001193125-16-662209,2016,FY,10-K,2016-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-04-01,2016-06-30,0.36,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2016Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-07-01,2016-09-30,0.39,0001564590-17-014900,2017,FY,10-K,2017-08-02,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-07-02,2016-09-30,0.39,0001564590-18-019062,2018,FY,10-K,2018-08-03,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-10-01,2016-12-31,0.39,0001564590-17-014900,2017,FY,10-K,2017-08-02,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-10-01,2016-12-31,0.39,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-01-01,2017-03-31,0.39,0001564590-17-014900,2017,FY,10-K,2017-08-02,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-01-01,2017-03-31,0.39,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-07-01,2017-06-30,1.56,0001564590-17-014900,2017,FY,10-K,2017-08-02,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-07-01,2017-06-30,1.56,0001564590-18-019062,2018,FY,10-K,2018-08-03,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2016-07-01,2017-06-30,1.56,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-04-01,2017-06-30,0.39,0001564590-17-014900,2017,FY,10-K,2017-08-02,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-04-01,2017-06-30,0.39,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-07-01,2017-09-30,0.42,0001564590-18-019062,2018,FY,10-K,2018-08-03,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-07-01,2017-09-30,0.42,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-10-01,2017-12-31,0.42,0001564590-18-019062,2018,FY,10-K,2018-08-03,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-10-01,2017-12-31,0.42,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-01-01,2018-03-31,0.42,0001564590-18-019062,2018,FY,10-K,2018-08-03,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-01-01,2018-03-31,0.42,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-07-01,2018-06-30,1.68,0001564590-18-019062,2018,FY,10-K,2018-08-03,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-07-01,2018-06-30,1.68,0001564590-19-027952,2019,FY,10-K,2019-08-01,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2017-07-01,2018-06-30,1.68,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-04-01,2018-06-30,0.42,0001564590-18-019062,2018,FY,10-K,2018-08-03,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-04-01,2018-06-30,0.42,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-07-01,2018-09-30,0.46,0001564590-19-027952,2019,FY,10-K,2019-08-01,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-07-01,2018-09-30,0.46,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-10-01,2018-12-31,0.46,0001564590-19-027952,2019,FY,10-K,2019-08-01,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-10-01,2018-12-31,0.46,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-01-01,2019-03-31,0.46,0001564590-19-027952,2019,FY,10-K,2019-08-01,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-01-01,2019-03-31,0.46,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-07-01,2019-06-30,1.84,0001564590-19-027952,2019,FY,10-K,2019-08-01,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-07-01,2019-06-30,1.84,0001564590-20-034944,2020,FY,10-K,2020-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2018-07-01,2019-06-30,1.84,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-04-01,2019-06-30,0.46,0001564590-19-027952,2019,FY,10-K,2019-08-01,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-04-01,2019-06-30,0.46,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-07-01,2019-09-30,0.51,0001564590-20-034944,2020,FY,10-K,2020-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-07-01,2019-09-30,0.51,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-10-01,2019-12-31,0.51,0001564590-20-034944,2020,FY,10-K,2020-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-10-01,2019-12-31,0.51,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-01-01,2020-03-31,0.51,0001564590-20-034944,2020,FY,10-K,2020-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-01-01,2020-03-31,0.51,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2020Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-07-01,2020-06-30,2.04,0001564590-20-034944,2020,FY,10-K,2020-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-07-01,2020-06-30,2.04,0001564590-21-039151,2021,FY,10-K,2021-07-29,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2019-07-01,2020-06-30,2.04,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-04-01,2020-06-30,0.51,0001564590-20-034944,2020,FY,10-K,2020-07-31,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-04-01,2020-06-30,0.51,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2020Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-07-01,2020-09-30,0.56,0001564590-21-039151,2021,FY,10-K,2021-07-29,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-07-01,2020-09-30,0.56,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-10-01,2020-12-31,0.56,0001564590-21-039151,2021,FY,10-K,2021-07-29,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-10-01,2020-12-31,0.56,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-01-01,2021-03-31,0.56,0001564590-21-039151,2021,FY,10-K,2021-07-29,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-01-01,2021-03-31,0.56,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2021Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-07-01,2021-06-30,2.24,0001564590-21-039151,2021,FY,10-K,2021-07-29,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-07-01,2021-06-30,2.24,0001564590-22-026876,2022,FY,10-K,2022-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2020-07-01,2021-06-30,2.24,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-04-01,2021-06-30,0.56,0001564590-21-039151,2021,FY,10-K,2021-07-29,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-04-01,2021-06-30,0.56,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2021Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-07-01,2021-09-30,0.62,0001564590-22-026876,2022,FY,10-K,2022-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-07-01,2021-09-30,0.62,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021Q3,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-10-01,2021-12-31,0.62,0001564590-22-026876,2022,FY,10-K,2022-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-10-01,2021-12-31,0.62,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021Q4,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2022-01-01,2022-03-31,0.62,0001564590-22-026876,2022,FY,10-K,2022-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2022-01-01,2022-03-31,0.62,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-07-01,2022-06-30,2.48,0001564590-22-026876,2022,FY,10-K,2022-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2021-07-01,2022-06-30,2.48,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2022-04-01,2022-06-30,0.62,0001564590-22-026876,2022,FY,10-K,2022-07-28,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2022-04-01,2022-06-30,0.62,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2022-07-01,2022-09-30,0.68,0000950170-23-035122,2023,FY,10-K,2023-07-27,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2022-10-01,2022-12-31,0.68,0000950170-23-035122,2023,FY,10-K,2023-07-27,,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2023-01-01,2023-03-31,0.68,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q1,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2022-07-01,2023-06-30,2.72,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
2023-04-01,2023-06-30,0.68,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2,CommonStockDividendsPerShareDeclared,USD/shares,0000789019,MSFT,MICROSOFT CORP
