end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK,start
2016-06-30,18277000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2016Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2016-09-30,11129000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,CY2016Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2016-12-31,14343000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,CY2016Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-03-31,12882000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,CY2017Q1I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-06-30,19792000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-06-30,22431000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-06-30,22431000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-06-30,22431000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-06-30,22431000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-09-30,14561000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-12-31,18428000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-03-31,17208000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-06-30,26481000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-06-30,26481000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-06-30,26481000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-06-30,26481000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-06-30,26481000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-09-30,17390000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2018-12-31,19680000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-03-31,19269000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-06-30,29524000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-06-30,29524000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-06-30,29524000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-06-30,29524000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-06-30,29524000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-09-30,19087000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2019-12-31,23525000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-03-31,22699000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-06-30,32011000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-06-30,32011000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-06-30,32011000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-06-30,32011000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-06-30,32011000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2020Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-09-30,22851000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2020-12-31,27312000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-03-31,26322000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-06-30,38043000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-06-30,38043000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-06-30,38043000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-06-30,38043000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-06-30,38043000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2021Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-09-30,27349000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2021-12-31,33520000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-03-31,32613000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-06-30,44261000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-06-30,44261000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-06-30,44261000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-06-30,44261000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-06-30,44261000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-09-30,31279000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2022Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2022-12-31,35833000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2022Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2023-03-31,37420000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2023-06-30,48688000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2023-06-30,48688000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2023-06-30,48688000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q2I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2023-09-30,36953000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2023-12-31,42831000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4I,AccountsReceivableNetCurrent,USD,MSFT,0000789019,
2017-06-30,1700000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2017-06-30,1700000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2017-06-30,1700000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2017-06-30,1700000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q2I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2017-09-30,1600000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2017-12-31,1600000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-03-31,1600000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-06-30,1800000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-06-30,1800000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-06-30,1800000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-06-30,1800000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-06-30,1800000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q2I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-09-30,1800000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2018-12-31,1900000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-03-31,2000000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-06-30,2200000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-06-30,2200000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-06-30,2200000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-06-30,2200000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-06-30,2200000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-09-30,2300000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2019-12-31,2400000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-03-31,2500000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-06-30,2700000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-06-30,2700000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-06-30,2700000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-06-30,2700000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-06-30,2700000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2020Q2I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-09-30,2700000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2020-12-31,2900000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-03-31,2800000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-06-30,3400000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-06-30,3400000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-06-30,3400000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-06-30,3400000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-06-30,3400000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2021Q2I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-09-30,3400000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2021-12-31,3500000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-03-31,3600000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-06-30,3800000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-06-30,3800000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-06-30,3800000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-06-30,3800000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-06-30,3800000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022Q2I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-09-30,3800000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2022Q3I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2022-12-31,4200000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2022Q4I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2023-03-31,4300000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2023-06-30,4500000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2023-06-30,4500000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2023-06-30,4500000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q2I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2023-09-30,4500000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2023-12-31,4800000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4I,AccountsReceivableNetNoncurrent,USD,MSFT,0000789019,
2009-06-30,725000000.0,0001193125-09-212454,2010,Q1,10-Q,2009-10-23,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2009-06-30,725000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2009-06-30,725000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2009-06-30,725000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,CY2009Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2009-09-30,847000000.0,0001193125-09-212454,2010,Q1,10-Q,2009-10-23,CY2009Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2009-12-31,721000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,CY2009Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-03-31,901000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,CY2010Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-06-30,1074000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-06-30,1074000000.0,0001193125-10-239825,2011,Q1,10-Q,2010-10-28,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-06-30,1074000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-06-30,1074000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-06-30,1074000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,CY2010Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-09-30,2136000000.0,0001193125-10-239825,2011,Q1,10-Q,2010-10-28,CY2010Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2010-12-31,1439000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,CY2010Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-03-31,839000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,CY2011Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-06-30,580000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-06-30,580000000.0,0001193125-11-276022,2012,Q1,10-Q,2011-10-20,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-06-30,580000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-06-30,580000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-06-30,580000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2011Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-09-30,705000000.0,0001193125-11-276022,2012,Q1,10-Q,2011-10-20,CY2011Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2011-12-31,921000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,CY2011Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-03-31,958000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,CY2012Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-06-30,789000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-06-30,789000000.0,0001193125-12-427209,2013,Q1,10-Q,2012-10-18,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-06-30,789000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-06-30,789000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-06-30,789000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-06-30,789000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,CY2012Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-09-30,847000000.0,0001193125-12-427209,2013,Q1,10-Q,2012-10-18,CY2012Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2012-12-31,630000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,CY2012Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-03-31,689000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,CY2013Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-06-30,592000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-06-30,592000000.0,0001193125-13-409855,2014,Q1,10-Q,2013-10-24,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-06-30,592000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-06-30,592000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-06-30,592000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-06-30,592000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2013Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-09-30,834000000.0,0001193125-13-409855,2014,Q1,10-Q,2013-10-24,CY2013Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2013-12-31,591000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,CY2013Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-03-31,694000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,CY2014Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-06-30,782000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-06-30,782000000.0,0001193125-14-380252,2015,Q1,10-Q,2014-10-23,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-06-30,782000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-06-30,782000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-06-30,782000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-06-30,782000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,CY2014Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-09-30,903000000.0,0001193125-14-380252,2015,Q1,10-Q,2014-10-23,CY2014Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2014-12-31,711000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,CY2014Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-03-31,758000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,CY2015Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-06-30,606000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-06-30,606000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-06-30,606000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-06-30,606000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-06-30,606000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-06-30,606000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2015Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-09-30,607000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,CY2015Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2015-12-31,493000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,CY2015Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-03-31,685000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,CY2016Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-06-30,580000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-06-30,580000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-06-30,580000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-06-30,580000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-06-30,580000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2016Q2I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-09-30,720000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,CY2016Q3I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2016-12-31,508000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,CY2016Q4I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2017-03-31,654000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,CY2017Q1I,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2017-06-30,718000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2017-06-30,718000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2017-06-30,718000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
2017-06-30,718000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,AccruedIncomeTaxesCurrent,USD,MSFT,0000789019,
